Name,Federation,FideID,B_Year,Gender,Title
"Westwood, Richard D ",England,412406,1987,Male,None
"Eckersley-Waites, Tom ",England,412449,1987,Male,FIDE Master
"Hamilton, Graham ",Scotland,412457,1960,Male,None
"Hughes, Roy ",England,412481,1959,Male,None
"Munson, Shaun D ",England,412511,1967,Male,None
"Turner, Lewis A ",England,412600,1992,Male,None
"Surtees, Mike J ",England,412619,1950,Male,None
"Uddin, Moin ",England,412627,1966,Male,None
"Dawson, Alastair ",Scotland,412651,1952,Male,None
"Hawkins, Jonathan ",England,412686,1983,Male,Grandmaster
"O`Toole, George E ",England,412732,1993,Male,None
"White, Graham C ",England,412767,1949,Male,None
"Walker, Nicholas A ",England,412783,1962,Male,None
"Walker, Samuel A ",England,412813,1994,Male,None
"Wang, Maria ",England,412830,1996,Female,None
"Ward, Julian T ",England,412848,1961,Male,None
"Therrien, Alex L ",England,412856,1984,Male,FIDE Master
"White, Russell P ",England,412899,1970,Male,None
"Whitehouse, B Guy ",England,412902,1965,Male,None
"Constantinou, Peter ",Czech Republic,413038,1988,Male,FIDE Master
"Gorka, Carl ",England,413143,1966,Male,None
"Gostelow, David W ",England,413151,1957,Male,None
"Hamer, Martyn ",England,413160,1979,Male,None
"Ireland, David J ",England,413178,1970,Male,None
"Watson, Phil R ",England,413216,1963,Male,None
"Bourne, Johnathan D ",England,413232,1961,Male,None
"Janssen, Paul ",Belgium,413283,1959,Male,None
"Jaunooby, Ali R ",England,413291,1968,Male,None
"Hasman, Cengiz ",Turkiye,413364,1975,Male,None
"Chapman, Terry P D ",England,413399,1956,Male,FIDE Master
"Cooper, Gavyn ",England,413402,1988,Male,None
"Duncanson, Henry G ",England,413437,1988,Male,None
"Khandelwal, Ankush ",England,413470,1991,Male,FIDE Master
"Rawlinson, Aidan M ",England,413496,1978,Male,None
"Makepeace, Philip J ",England,413550,1989,Male,None
"Russell, Christopher ",England,413569,1989,Male,None
"Matthews, Adrian M S ",England,413631,1967,Male,None
"Gardner, Phillip K ",England,413690,1957,Male,None
"Armstrong, William G ",England,413712,1941,Male,None
"Bucher, Grant W ",England,413810,1989,Male,None
"Dossett, Christopher S ",England,413828,1959,Male,None
"Gosling, Brian G E ",England,413844,1948,Male,None
"Craft, Isaac ",England,414018,1995,Male,None
"Lewyk, Ihor ",England,414182,1965,Male,None
"Farrington, Edward J ",England,414310,1989,Male,None
"Phillips, William ",Wales,414344,1944,Male,None
"Tomboline, David ",Wales,414409,1963,Male,None
"Kilpatrick, Callum ",England,414425,1992,Male,International Master
"Josse, Mark ",England,414476,1968,Male,Candidate Master
"Crooks, Ronald D ",England,414549,1963,Male,None
"Wells, Daniel J ",England,414581,1989,Male,None
"Peacock, Malcolm R ",England,414611,1962,Male,None
"Williamson, Roger G ",England,414620,1980,Male,None
"Ali, Golam S ",England,414646,1965,Male,None
"Arora, Manoj ",England,414654,1977,Male,None
"Conterno, Dominique ",England,414670,1956,Male,None
"Gibbs, Daniel C ",England,414689,1965,Male,None
"Gibson, Christopher A ",England,414697,1980,Male,None
"Hare, Roy T ",England,414719,1942,Male,None
"Williams, Stephen M ",England,414743,1950,Male,None
"Bates, Caspar J ",England,414760,1975,Male,None
"Ackley, Peter J E ",England,414824,1982,Male,None
"Guo, Xi-Yang ",England,414840,1990,Male,None
"Adebajo, Olufemi ",England,414883,1969,Male,None
"Jones, Chris S ",England,414905,1960,Male,None
"Orton, Stephen L A ",England,414921,1952,Male,None
"Cooke, Suzie G. ",Scotland,414930,1987,Female,Woman FIDE Master
"Gray, Mark S ",England,414964,1984,Male,None
"Ilett, Raymond J ",England,414980,1952,Male,None
"Sali, Zulfikar ",England,415014,1975,Male,None
"Goldsworthy, Patrick ",England,415022,1989,Male,None
"Elliston, Robert V ",England,415057,1938,Male,None
"Ewart, Brian R ",England,415065,1939,Male,None
"Whitfield, Craig M ",England,415073,1995,Male,None
"Wynarczyk, Raymond ",England,415081,1958,Male,None
"Foster, James C ",England,415138,1991,Male,None
"Campbell, Ian ",England,415219,1949,Male,None
"Cukovs, Oleg ",England,415227,1971,Male,None
"Foord, Dominic ",England,415391,1992,Male,None
"Haydon, David L ",England,415405,1988,Male,FIDE Master
"Jarmany, John ",England,415421,1976,Male,None
"Heap, Gerry ",Wales,415650,1960,Male,None
"Zhang, Roy Yinian ",England,415669,1997,Male,None
"Johnson, Paul A ",England,415677,1959,Male,None
"Gates, David A ",England,415723,1962,Male,None
"Glover, John ",England,415740,1929,Male,None
"Wang, Xingliang Anna ",England,415782,1999,Female,None
"Taylor, Adam A ",England,415790,1997,Male,None
"Wadsworth, Matthew J ",England,415804,2000,Male,International Master
"Haria, Ravi ",England,415820,1999,Male,Grandmaster
"Foley, Phil T ",England,415871,1953,Male,None
"Tooley, David J ",England,415987,1972,Male,None
"Cooper, John G ",England,416096,1942,Male,None
"Brown, David ",England,416150,1959,Male,None
"Ellames, Roy ",England,416215,1959,Male,None
"Burke, Mitchell R ",England,416231,1992,Male,None
"Evans, Paul A ",England,416258,1969,Male,None
"Heron, Donald ",Scotland,416282,1950,Male,None
"Jaszkiwskyj, Peter ",England,416304,1968,Male,None
"Mulleady, Peter J ",England,416347,1963,Male,None
"Round, R Michael ",England,416363,1965,Male,None
"Talbot, Mark A ",England,416401,1990,Male,None
"Turner, Tim M ",England,416428,1973,Male,None
"Brett, Andrew R ",England,416460,1972,Male,None
"Ponting, Andrew ",England,416487,1972,Male,None
"Clayton, Tristan ",England,416533,1977,Male,None
"Archer, Richard ",England,416614,1969,Male,None
"Bennett, Dominic L ",England,416657,1978,Male,None
"Borrowdale, Graham E ",England,416673,1960,Male,None
"Bowmer, Kevin ",England,416690,1953,Male,None
"Bryant, Jon ",England,416703,1968,Male,None
"Lalic, Peter D ",England,416711,1994,Male,Candidate Master
"Buttell, David ",Wales,416720,1970,Male,None
"Chan, Nevil ",England,416738,1960,Male,None
"Clarke, Neil ",England,416746,1975,Male,None
"Dargan, Paul A G ",England,416762,1969,Male,Candidate Master
"York-Weaving, Anna ",England,416789,1992,Female,None
"Holland, James P ",England,416835,1995,Male,None
"Jackson, James P ",England,416860,1991,Male,International Master
"Kamath, Raghu ",England,416924,1973,Male,None
"Marley, Andrew S G ",England,416975,1989,Male,None
"Nicholson, Jim W R ",England,417041,1966,Male,None
"Page, Mark E ",England,417050,1954,Male,None
"Payne, Matthew J ",England,417084,1994,Male,None
"Pein, Jonathan ",England,417092,1998,Male,FIDE Master
"Robertson, J Stuart ",England,417114,1988,Male,None
"Savage, Nicholas W ",England,417157,1966,Male,None
"Staples, Daniel J ",England,417211,1967,Male,None
"Szymanski, Mark ",England,417238,1954,Male,None
"Wagner, Guy ",Wales,417297,1963,Male,None
"Waldock, Adrian D P ",England,417300,1956,Male,None
"Thompson, Robert ",England,417513,1993,Male,None
"Vasli, Aref ",Iran,417521,1993,Male,FIDE Master
"Timson, Paul F ",England,417548,1946,Male,None
"Shiatis, Rohan ",England,417629,1999,Male,None
"Sanders, Isaac B ",England,417661,1998,Male,FIDE Master
"Scrimgour, Alan ",Scotland,417726,1951,Male,None
"Lim, Mark ",England,417734,1980,Male,None
"Newell, David F ",England,417742,1956,Male,None
"Phillips, Owen S ",England,417882,1959,Male,None
"Stancak, Andrej ",Czech Republic,417890,1957,Male,None
"Fitzgerald, Robert C ",England,417912,1998,Male,None
"Cawley, Paul F ",England,417920,1964,Male,None
"Graf, Roland E ",England,417939,1943,Male,None
"Clanchy, Nicholas ",England,417955,1996,Male,None
"Hill, Jonathan S ",England,417963,1960,Male,None
"Waters, Andrew C ",England,417998,1958,Male,None
"Cavendish, Joshua Z ",England,418005,1996,Male,None
"Tambini, Jasper ",England,418030,1993,Male,None
"Wadsworth, James M F ",England,418048,1969,Male,None
"Rogers, Tim L ",England,418137,1974,Male,None
"Higgs, Anthony R J ",England,418188,1981,Male,None
"Webb, Matthew D ",England,418250,1986,Male,None
"Scowen, Roger S ",England,418293,1940,Male,None
"Wright, Jonathan ",England,418331,1952,Male,None
"Hoare, Amy B ",England,418366,1996,Female,None
"Homer, Neil S ",England,418676,1964,Male,None
"Kourtseva, Julie ",England,418749,1987,Female,None
"Lee, Richard W Y ",England,418781,1985,Male,None
"Mata, Andrew B ",England,418803,1959,Male,None
"Merry, Alan B ",England,418811,1996,Male,International Master
"Milson, Samuel A ",England,418838,1994,Male,None
"Mort, Andrew J ",England,418846,1948,Male,None
"Neatherway, A Philip ",England,418854,1955,Male,None
"Stewart, Ashley ",England,419001,1991,Male,None
"Stokes, Paul C ",England,419010,1954,Male,None
"Tracey, Shaun M ",Cayman Islands,419052,1979,Male,Candidate Master
"Haddock, Paul ",England,419150,1964,Male,None
"Livesey, R Nigel ",England,419168,1959,Male,None
"OGorman, Brendan ",England,419214,1951,Male,None
"Onley, David E ",England,419311,1977,Male,None
"Healeas, Simon ",England,419320,1956,Male,None
"Jacob, Sydney J ",England,419338,1956,Male,None
"Mackle, Dominic ",England,419478,1962,Male,None
"Burnham, Frank D ",England,419516,1965,Male,None
"Cowan, Richard M ",England,419524,1985,Male,None
"Mitra, Roman ",England,419540,1998,Male,None
"Scott, Gordon W ",England,419559,1995,Male,None
"Talbot, Nathan L ",England,419605,1993,Male,None
"Jones, Steven A ",England,419630,1992,Male,None
"Abbott, Mark V ",England,419664,1964,Male,None
"Nettleton, Charlie B ",England,419710,1995,Male,None
"Turner, David J ",England,419737,1951,Male,None
"Foo, William J ",England,419753,1997,Male,None
"Ganger, Rajan ",England,419761,1979,Male,None
"Lawson, Maurice E ",England,419800,1951,Male,None
"Thynne, Trefor F ",England,419893,1949,Male,None
"Wilson, David Jn. ",England,419931,1980,Male,None
"Tozer, Philip A ",England,419982,1973,Male,None
"Colburn, Paul J ",England,420042,1974,Male,None
"Denton, John R ",England,420069,1958,Male,None
"Morley, Andrew J ",England,420077,1953,Male,None
"Anderson, Peter W ",England,420107,1960,Male,None
"Burns, Martin J ",England,420123,1967,Male,None
"Cairns, Stephen ",England,420190,1988,Male,None
"Wager, John D ",England,420204,1953,Male,None
"Birkin, Mark H ",England,420328,1961,Male,None
"Green, Conrad Eliot ",England,420379,1997,Male,None
"Sabin, Frank ",England,420409,1996,Male,None
"McDonald, Margaret ",France,420417,1959,Female,None
"Whatley, Stephen A J ",England,420441,1999,Male,Candidate Master
"Harnett, Robert J ",England,420450,1960,Male,None
"Kane, Robert ",England,420468,1957,Male,None
"Watson, Darrell A ",England,420476,1952,Male,None
"Grist, Howard ",England,420719,1963,Male,None
"Pattni, Kishan ",England,420751,1984,Male,None
"Staples, Maurice J ",England,420778,1951,Male,None
"Gaffney, Samuel ",England,420859,1993,Male,None
"Noel, Daniel ",England,420948,1996,Male,None
"Starley, Robert ",England,421006,1993,Male,None
"Hiatt, Alan P ",England,421081,1955,Male,None
"Bak, Andrew ",England,421138,1988,Male,None
"Clark, Robert G ",England,421162,1956,Male,None
"Morris, David ",England,421189,1945,Male,None
"Balaji, Ananthanarayanan ",England,421197,1998,Male,None
"Bridge, Neil A ",England,421200,1980,Male,None
"Agnew, Alan ",England,421243,1973,Male,None
"Bicknell, Carl ",England,421294,1976,Male,None
"Coles, Steven F ",England,421340,1962,Male,None
"Flint, Martina ",Germany,421383,1980,Female,None
"Horton, Jamie A ",England,421472,1995,Male,None
"Hurney, Kevin ",England,421480,1964,Male,None
"Kueh, Audrey ",England,421596,1987,Female,Woman FIDE Master
"Meadows, Michael ",England,421634,1986,Male,None
"Murphy, Conor E ",Ireland,421669,1999,Male,International Master
"Oliver, Martin ",England,421707,1996,Male,None
"Redman, David J ",England,421782,1998,Male,None
"Camp, Syringa Lyn ",Wales,421898,1965,Female,None
"Walker, Nicholas P ",England,421901,1959,Male,None
"Way, Julian M ",England,421910,1968,Male,FIDE Master
"Weller, Jean-Luc ",England,421936,1994,Male,None
"Winter, Kevin ",England,421960,1959,Male,None
"Adams, Tim P ",England,422150,1957,Male,None
"Wood, Peter R ",England,422215,1946,Male,None
"Kalerwa, Edwin M ",England,422223,1968,Male,None
"McCarthy, Damian ",England,422240,1984,Male,None
"O`Neill, Jon ",Sierra Leone,422258,1968,Male,None
"Hardwick, Alexandra ",England,422355,1995,Female,None
"Murphy, Hugh W ",England,422444,1962,Male,None
"Fleming, Nigel D ",England,422452,1961,Male,None
"Eagleton, Greg T ",England,422460,1990,Male,None
"McPhillips, Joseph ",England,422487,1997,Male,International Master
"Taylor, Mark ",England,422495,1962,Male,None
"Claridge-Hansen, William ",England,422509,1999,Male,FIDE Master
"Russell, Harry ",England,422568,1949,Male,None
"Horspool, Philip J ",England,422592,1964,Male,None
"Gupta, Arul ",England,422622,2001,Male,None
"Slinger, Tony J ",England,422681,1953,Male,None
"Alderson, John K A ",England,422711,1944,Male,None
"Broughton, Daniel ",England,422720,1982,Male,None
"McNally, Richard J E ",England,422738,1956,Male,None
"Chwieseni, Edward I ",Wales,422762,1976,Male,None
"Kalaiyalahan, Akshaya ",England,422894,2001,Female,FIDE Master
"Chilton, James I ",England,423009,1985,Male,None
"Sonnis, Steve ",England,423041,1945,Male,None
"Keen, Cosima ",England,423050,1999,Female,None
"Pooley, Mark C ",England,423084,1962,Male,None
"Stonehouse, Tom H ",England,423092,1938,Male,None
"Batchelor, Guy J ",England,423106,1964,Male,None
"Taylor, William J ",England,423130,1989,Male,None
"Matthew, Ian G ",England,423165,1957,Male,None
"Tarhon, Brian ",England,423190,2001,Male,FIDE Master
"Hermes, Geoff R ",England,423254,1963,Male,None
"Prior, Stephen C V ",England,423378,1982,Male,None
"Blake, J Morgan ",England,423394,1996,Male,None
"Sutton, Daniel ",England,423424,1996,Male,None
"Wilson, Matthew R ",England,423459,1971,Male,None
"Mavinkurve, Aditya A ",England,423475,1998,Male,None
"Levene, Joseph ",England,423599,1996,Male,None
"Wilson, Ewan ",England,423653,1997,Male,None
"Greenwood, Martin C ",England,423670,1949,Male,None
"Duggan, John E ",England,423726,1967,Male,None
"Grattage, Sarah ",England,423750,1998,Female,None
"Foster, Timothy ",England,423769,1997,Male,None
"Liang, Jake Z ",England,423785,2000,Male,None
"Skielnik, Joseph J ",England,423807,1957,Male,None
"Abbas, Daniel ",England,423831,1999,Male,FIDE Master
"Bramson, Mike ",England,423947,1962,Male,None
"Edwards-Wright, Miles D ",England,424072,1996,Male,None
"Ellis, Daniel ",England,424080,1979,Male,None
"Emerson, Roger ",England,424099,1949,Male,None
"Foley, John P ",England,424110,1954,Male,None
"Gill, Oliver ",England,424161,1982,Male,None
"Graff, Ben ",England,424170,1975,Male,None
"Hackner, Oskar A ",England,424188,1996,Male,None
"Hilton, Tim ",England,424226,1993,Male,None
"Horton, Andrew P ",England,424269,1998,Male,International Master
"Jenkins, John ",England,424277,1949,Male,None
"Lea, Daniel J ",England,424340,1997,Male,None
"Mendes, James ",England,424404,1986,Male,None
"Moan, Francis E ",England,424420,1966,Male,None
"Musson, Adam J ",Wales,424455,1971,Male,None
"Nezis, Anastasios ",England,424471,1974,Male,None
"Paul, Nathanael ",England,424510,1992,Male,None
"Smith, Chris P ",England,424617,1980,Male,None
"Smith, Gary P ",England,424625,1972,Male,None
"Taylor, Adam C ",England,424668,1998,Male,International Master
"Tyton, Adam ",England,424676,1962,Male,None
"Weller, Pierre ",England,424692,1996,Male,None
"Willson, Ollie ",England,424714,1997,Male,None
"Anilkumar, Anantha P ",England,424730,2002,Male,None
"Brocklehurst, Andrew ",England,424765,1961,Male,None
"Head, Louise ",England,424773,1997,Female,Woman FIDE Master
"Pink, Joshua ",England,424790,1986,Male,None
"Robson, Paul E ",England,424803,1961,Male,None
"Stephenson, David W ",England,424811,1961,Male,None
"Batchelor, Peter J ",England,424854,1996,Male,FIDE Master
"Ashworth, Michael ",England,425044,1999,Male,None
"Bansal, Rohan ",England,425052,1997,Male,None
"Smith, Patrick L ",England,425060,1997,Male,None
"Tsoi, Leo Z ",England,425079,1998,Male,None
"Baxter, Harold ",England,425141,1947,Male,None
"Myall, Ivan J ",England,425168,1947,Male,None
"Young, Daniel J ",England,425184,1994,Male,None
"Ai, Farshad ",England,425281,1976,Male,None
"Pitcher, Thomas ",England,425303,1990,Male,None
"Jain, Gautam ",England,425311,2001,Male,None
"Bullock, Lee ",England,425397,1978,Male,None
"Thurstan, Tim M ",England,425443,1956,Male,Candidate Master
"Olbison, Philip J ",England,425486,1988,Male,None
"Sit, Victoria ",England,425524,1998,Female,None
"Fletcher, Michael JW ",England,425575,1999,Male,None
"Pyper, Otto ",England,425672,1999,Male,None
"Harlow, Phil ",England,425699,1961,Male,None
"Jina, Asha ",England,425737,2001,Female,None
"Kalavannan, Koby ",England,425753,2002,Male,FIDE Master
"Zhang, Anthony Y ",England,425788,2002,Male,Candidate Master
"Burton, Nick ",England,425800,1975,Male,None
"Shah, Dipak K ",England,425842,1971,Male,None
"Wei, Naomi ",England,425850,1999,Female,None
"Underwood, Jon ",England,425877,1970,Male,None
"Collins, Andrew ",England,425907,1985,Male,None
"Parry, Jacques ",England,425923,1951,Male,None
"Sheppard, Derek Alan ",England,425974,1950,Male,None
"Faldon, David J ",England,426016,1955,Male,None
"Kelmendi, Bajrush ",England,426024,1964,Male,None
"Rallabandi, Praveen Kumar ",England,426032,1976,Male,None
"Tranter, Stephen ",England,426113,1957,Male,None
"Lawson, Dominic Ralph ",England,426199,1956,Male,None
"Verma, Aditya ",England,426202,2004,Male,None
"Altman, Joshua ",England,426210,2004,Male,Candidate Master
"Smith, Martin G ",England,426334,1947,Male,None
"Jina, Taran ",England,426369,1999,Male,None
"Zhu, Richard ",England,426377,2000,Male,None
"Hung, Jake ",England,426431,1998,Male,None
"Simpson, Derek ",England,426482,1944,Male,None
"Grieve, Harry ",England,426520,2001,Male,International Master
"Slade, Theodore ",England,426547,2000,Male,None
"Ashworth, Robert ",England,426563,2001,Male,None
"Edge, John ",England,426636,1961,Male,None
"French, Max ",England,426652,2002,Male,None
"Pitkeathly, Hamish ",England,426768,1989,Male,None
"Zabrocki, Philip ",England,426873,1979,Male,None
"Higgs, Joshua ",England,426920,2000,Male,None
"Keene, Nick R ",England,426946,1955,Male,None
"Bin-Suhayl, Yousuf ",England,427012,1998,Male,None
"Boswell, Jacob Connor ",England,427110,2001,Male,None
"Haridas, Girinath ",England,427144,2001,Male,None
"Villiers, Thomas ",England,427209,1992,Male,Candidate Master
"Golding, Alex ",England,427241,2003,Male,FIDE Master
"Golding, James ",England,427250,2001,Male,None
"Ivanov, Elizabeth ",Japan,427284,2001,Female,None
"Wilks, Simon ",England,427357,1995,Male,None
"Parrott, Laurence ","Hong Kong, China",427365,1959,Male,None
"Edwards, Geraint ",England,427373,1981,Male,None
"Botteley, Michael T ",England,427411,1982,Male,None
"Sanitt, Ethan ",England,427462,2002,Male,None
"Dhemrait, Jagdeep ",England,427519,2000,Male,None
"Briggs, John Nicholas ",England,427691,1950,Male,None
"Dalton, Joseph ",England,427713,2000,Male,None
"Moreby, James ",England,427756,2002,Male,FIDE Master
"Barlow, David ",England,428060, ,Male,None
"Bourne, Iain ",England,428086,1955,Male,None
"Dodds, Edward P ",England,428140,1976,Male,None
"Drabble, Andrew ",England,428159,1964,Male,None
"Latham, David ",England,428280,1959,Male,None
"Ansari, Athar ",England,428655,1996,Male,None
"Klingher, Dominic ",England,428850,2002,Male,None
"Singh, Amrik J ",England,428981,1955,Male,None
"Bin-Suhayl, Ieysaa ",Italy,429031,2004,Male,None
"Day, Jonathan A ",England,429180,1992,Male,None
"Bird, Joel ",England,429252,1976,Male,None
"Brozel, Sacha ",England,429317,2003,Male,None
"Pollack, Oscar ",England,429414,2002,Male,None
"Eedle, Eric F ",England,429627,2002,Male,None
"Izod, Chris ",England,429716,1979,Male,None
"Herring, Samuel ",England,429767,1999,Male,None
"Herring, Tim ",England,429775,1969,Male,None
"Bielby, Paul R ",England,429864,1936,Male,None
"Palucha, Szymon ",England,430005,1996,Male,None
"Henderson, David ",England,430021,1966,Male,None
"Kellett, Paul ",England,430030,1968,Male,None
"O`Donnell, Joe ",England,430048,1995,Male,None
"Robinson, Brian ",England,430056,1955,Male,None
"Riding, Mick D ",England,430102,1956,Male,None
"Li, Harry ",England,430145,1998,Male,None
"Bay-Petersen, Ole ",England,430188,1944,Male,None
"Weaver, Lauren ",England,430196,1999,Female,None
"Ruane, Brendan J ",England,430218,1958,Male,None
"Cohen, Gerald M ",England,430242,1945,Male,None
"Cove, Henry ",England,430420,1980,Male,None
"Malik, Faraz ",England,430439,1990,Male,None
"Akeya-Price, Robert ",England,430510,2005,Male,None
"Gosling, Marcus ",England,430676,1994,Male,None
"Davidson, Laura ",England,430749,2003,Female,None
"Zhang, Zheming ",England,430757,2002,Male,None
"Shaw, Meyrick ",England,430803,1960,Male,None
"Dhemrait, Surjit S ",England,430897,1966,Male,None
"Takvorian, Sebouh ",England,430960,1984,Male,None
"Lovell, William Pm ",England,431060,2002,Male,None
"Ramaiya, Anshu ",England,431176,2001,Male,None
"Andrews, Anthony M ",England,431206,1964,Male,None
"Trueman, Glenn ",England,431257,1962,Male,None
"Hunt, Peter ",England,431281,1983,Male,None
"Somton, Anita ",England,431311,2004,Female,None
"Chauhan, Pranay ",England,431346,2001,Male,None
"Rocco, Federico ",England,431362,2002,Male,None
"Cotter, Len ",England,431419,1950,Male,None
"Cole, Graham ",England,431559,1964,Male,None
"Maydew, Simon ",England,431699,1969,Male,None
"Rowan, Daniel ",England,431737,1989,Male,None
"Cole, James ",England,431818,1997,Male,None
"Rahulan, Thivyaa ",England,431940,2004,Female,None
"Burrows, Nick ",England,432105,1976,Male,None
"Finn, Peter ",England,432156,1998,Male,Candidate Master
"Hill, Alistair ",England,432407,1987,Male,None
"Best, Francis P ",England,432571,1960,Male,None
"Stokes, Richard ",England,432628,1956,Male,None
"Graham, Cassie M ",England,432644,2001,Female,None
"Best, Matthew ",England,432695,1996,Male,None
"Barasi, Paul Dl ",England,432830,1954,Male,None
"Disu, Kayode ",England,432849,1974,Male,None
"McManus, Gordon ",England,432857,1952,Male,None
"Rumsey, Victor B ",England,432873,1947,Male,None
"Beardsworth, Allan ",England,432903,1962,Male,None
"Niccoli, Tony ",England,432946,1983,Male,None
"Bedi, Adam ",England,432997,1977,Male,None
"Seymour, Paul ",England,433128,1958,Male,None
"Fowler, Hugo ",Wales,433411,2002,Male,None
"Tombolis, Christopher ",England,433691,2005,Male,None
"Asenov, Pavel ",England,433705,2001,Male,None
"Bellers, Chris J ",England,433730,1954,Male,None
"Rushbrooke, Tibo ",England,433900,1998,Male,None
"Lovatt, Peter G ",England,433926,1952,Male,None
"Sullivan, Daniel ",England,433934,1983,Male,None
"Keohane, Ben ",England,433950,1976,Male,None
"Arkell, Nicholas D ",England,434159,1962,Male,None
"Misyura, Ilya ",England,434183,2004,Male,None
"Nandi, Robin J ",England,434604,1987,Male,None
"McDonagh, Michael ",England,434779,1982,Male,None
"Jayawarna, Nugith ",England,434884,2002,Male,None
"McLean, Robert ",England,434922,2000,Male,None
"Brewer, Callum D ",England,435309,2000,Male,None
"Paulden, Tim ",England,435554,1981,Male,None
"Rubeck, Jonathan ",England,435678,1975,Male,None
"Paterson, Andrew I ",England,435724,1971,Male,None
"Lewis, Christopher D ",England,435767,1990,Male,None
"Allis, Richard ",England,435791,1988,Male,None
"Bimpson, Tom ",England,435821,1945,Male,None
"Chapman, Matt ",England,435848,1993,Male,None
"Gardiner, Eric D ",England,435880,1964,Male,None
"Hendy, Jerry ",England,435902, ,Male,None
"Howell, Oliver W ",England,435929,2003,Male,None
"Kee, Steve ",England,435945,1961,Male,None
"Madden, Paul ",England,435953,1967,Male,None
"McLachlan, Matthew ",England,436003,2000,Male,None
"Mulay, Partha ",England,436038,2001,Male,None
"Somerfield, Adrian P ",England,436097,1985,Male,None
"Varney, Zoe ",England,436135,1999,Female,Woman FIDE Master
"Balaji, Aaravamudhan ",England,436224,2005,Male,International Master
"Ifalore, Michael ",England,436356,2002,Male,None
"See, Tristian ",England,436429,2005,Male,None
"Holton, Jake ",England,436437,2001,Male,None
"Gallagher, Daniel GH ",England,436550,2000,Male,None
"Crockart, George N ",England,436569,1960,Male,None
"Jones, Michael R ",England,436577,1950,Male,None
"Sheikh, Anum ",England,436690,2006,Female,Woman Candidate Master
"Munshi, Aditya ",England,436720,2004,Male,Candidate Master
"Baguley, John ",England,436755,1947,Male,None
"Woltery, Nicolai ",England,436887,2004,Male,None
"Carpenter, Stephen C D ",England,436909,1957,Male,None
"Hand, Freddie ",England,436950,2002,Male,None
"Onslow, Alfie ",England,436976,2002,Male,None
"Ahluwalia, Amardip ",England,437085,2003,Male,None
"Finn, Daniel ",England,437107,2002,Male,None
"Finn, Thomas ",England,437115,2001,Male,None
"Forster, Matthew ",England,437123,2001,Male,None
"Gordon, Philip ",England,437182,1946,Male,None
"Salmons, Calum ",England,437280,2003,Male,None
"Hewson, Brian W R ",England,437484,1952,Male,None
"Chesters, Graham ",England,437492,1944,Male,None
"Kneebone, Robin F G ",England,437506,1951,Male,None
"Green, Michael ",England,437514,1998,Male,None
"Blair, Jimmy ",England,437565,1970,Male,None
"Borland, Scott ",England,437875,2002,Male,None
"Faulkner, Martin J ",England,437891,1971,Male,None
"Kay, Lee P ",England,438014, ,Male,None
"Hafstad, Leif ",England,438030,2002,Male,None
"Miller, Dominic ",England,438065,2002,Male,None
"Desai, Nilomi ",England,438120,2005,Female,None
"Mkpadi, Michael ",England,438286,1973,Male,None
"Bansal, Saahil ",England,438316,2005,Male,None
"Bowers, Francis J ",England,438383,1971,Male,None
"Dishman, Matthew ",Luxembourg,438642,2002,Male,None
"Snook-Lumb, Chris ",England,438766,1979,Male,None
"Willow, Jonah B ",England,438804,2002,Male,International Master
"Vleeshhouwer, Douglas ",England,439061,1972,Male,None
"Hill, Daniel ",England,439223,1972,Male,None
"Ratnesan, Ranesh ",England,439339,2005,Male,Candidate Master
"Idle, Oscar ",England,439347,2001,Male,None
"Clare, Steve ",England,439371,1952,Male,None
"Bak, Christopher ",England,439517,1989,Male,None
"Fernando, Manel ",England,439606,1975,Female,None
"Green, Emily ",England,439657,2001,Female,None
"Gregory, Andrew M ",England,439665,1965,Male,None
"Ettu, Kore ",England,439932,1980,Male,None
"Davis, Holden ",England,440019,1999,Male,None
"Ramaiya, Arushi ",England,440035,2004,Female,None
"Hughes, Gavin James ",England,440116,1975,Male,None
"O`Byrne, Daniel ",England,440825,1948,Male,None
"Butt, Laurence ",England,440884,1954,Male,None
"Conway, Paul Bernard ",England,441066,1960,Male,None
"Verma, Shlok ",England,441228,2009,Male,None
"Stubbs, Oliver ",England,441325,2002,Male,None
"Howell, Susan C ",England,441511,1967,Female,None
"Kenning, Paul H ",England,441538,1959,Male,None
"Nataraj, Nakul ",England,441791,2005,Male,None
"Benson, Sean T ",England,441899,1978,Male,None
"Iyengar, Srihari R ",England,441970,1954,Male,None
"Moore, Graham J ",England,441988,1962,Male,None
"Robinson, Nette ",England,441996,1979,Female,None
"Airlie, Arran ",England,442011,1997,Male,None
"Heath, David R ",England,442038,1950,Male,None
"Robinson, Adam ",England,442089,1995,Male,None
"Fisher, Neal ",England,442100,1965,Male,None
"Clucas, Reg P ",England,442143,1953,Male,None
"Modica, Jake ",England,442160,1993,Male,None
"Finnegan, Oliver ",England,442259,1973,Male,None
"Eyles, Kier ",England,442356,1980,Male,None
"Dias, Savin ",England,442399,2007,Male,None
"Stokes, Michael ",England,442542,1946,Male,None
"Watson, Mikey J ",England,442690,2004,Male,None
"Patel, Rishi ",England,442801,1997,Male,None
"Blewitt, Stephen ",England,442887,1947,Male,None
"Barwick, Carmel ",England,442925,2001,Female,None
"Capes, Ian ",England,442992,1956,Male,None
"Appiah-Charway, Michael ",England,443018,1999,Male,None
"Waterman, Nick ",England,443123,1972,Male,None
